category,title,author,date,view_count,comments,url
🎨미술관/갤러리 후기,더현대서울 베어브릭 월드 투어 전시 후기,star88,2025.10.03.,453,7,https://cafe.naver.com/amateurmagician/71654
📝번개/아트버스 후기,<방탄조아님>루이스부르주아_호암_번개후기,더빈츠,2025.10.03.,67,1,https://cafe.naver.com/amateurmagician/71653
📝번개/아트버스 후기,[번개후기]바람은님 덕분에~ LEE BUL 맘에 담고왔어요,우주청년,2025.10.03.,59,4,https://cafe.naver.com/amateurmagician/71652
📍전시 추천 코스,서울한옥위크 & 서울도시건축비엔날레 2025 (북촌 서촌 깨부수기),히노키,2025.10.03.,407,6,https://cafe.naver.com/amateurmagician/71651
🎨미술관/갤러리 후기,<히무로 유리 오늘의 기쁨>그라운드시소 한남,태경,2025.10.03.,777,4,https://cafe.naver.com/amateurmagician/71650
📝번개/아트버스 후기,[번개후기]번개⚡️로 가서 너무 좋았던《 김중업 건축문화의 집🏠 & 최만린 미술관🏛 》& 그외 (⚠️엄청 길어요😬),아테나,2025.10.03.,774,70,https://cafe.naver.com/amateurmagician/71649
1️⃣ 한 줄 수다방,저를 울린 아프님들!  아프는 사랑입니다~!,티아라,2025.10.02.,413,46,https://cafe.naver.com/amateurmagician/71648
🎨미술관/갤러리 후기,"다카시 무라카미: 서울, 귀여운 여름 방학 (용산, 가고시안갤러리)",도아르트,2025.10.02.,80,0,https://cafe.naver.com/amateurmagician/71647
✍️자유게시판,[아프 도슨트] 오 다들 성우세요?!^^,우리,2025.10.02.,116,5,https://cafe.naver.com/amateurmagician/71646
🎧아프 도슨트,"오랑주리 오르세 미술관 특별전 무료 오디오 가이드,  전시 볼 때 필수템~!!! 👍",티아라,2025.10.02.,871,45,https://cafe.naver.com/amateurmagician/71645
🎨미술관/갤러리 후기,수련과 샹들리에 @과천MMCA,구름이,2025.10.02.,161,15,https://cafe.naver.com/amateurmagician/71644
🎨미술관/갤러리 후기,금관총 금관,아미타,2025.10.02.,243,2,https://cafe.naver.com/amateurmagician/71643
💡그때 거기,모란미술관 안형남 전시를 보고,단뽀뽀,2025.10.02.,71,1,https://cafe.naver.com/amateurmagician/71642
📸내가 찍은 사진/영상,덕분에 선혜원 다녀왔어요.,네시에수다,2025.10.02.,76,0,https://cafe.naver.com/amateurmagician/71641
✍️자유게시판,APEC 2025 KOREA 홍보영상 보셨나요?,둔탱이,2025.10.02.,187,14,https://cafe.naver.com/amateurmagician/71640
🎨미술관/갤러리 후기,MMCA 과천 상설전 «한국근현대미술 II»,다정주,2025.10.02.,169,8,https://cafe.naver.com/amateurmagician/71639
🎨미술관/갤러리 후기,서봉총 금관,아미타,2025.10.02.,207,2,https://cafe.naver.com/amateurmagician/71638
✍️자유게시판,과천 국립현대미술관 1층 수련과 샹들리에 전시 시작,도아르트,2025.10.02.,305,7,https://cafe.naver.com/amateurmagician/71637
💡그때 거기,아트로운 한가위 잘 보내세요(feat 선운사 꽃무릇),어디론가,2025.10.02.,48,22,https://cafe.naver.com/amateurmagician/71636
✍️자유게시판,전국 11월 템플스테이 3만원!,오가닉꿀,2025.10.02.,733,25,https://cafe.naver.com/amateurmagician/71635
🇪🇺유럽여행,유럽 예술 기행 - 1 (일정 등),Buzz,2025.10.02.,190,17,https://cafe.naver.com/amateurmagician/71634
✍️자유게시판,사마귀 보신 분 계세요?,로얄밀크라떼,2025.10.02.,141,10,https://cafe.naver.com/amateurmagician/71633
⚡번개 공지,"(저요 아님) 🚌역대급 아트버스 겨울 홋카이도 + 안도타다오 물의 교회, 부처의 언덕 with 우쓰라 작가님",차가운순대,2025.10.02.,"1,653",43,https://cafe.naver.com/amateurmagician/71632
✍️자유게시판,추석 연휴기간 서울 학교 운동장 임시주차장 개방,둔탱이,2025.10.02.,71,2,https://cafe.naver.com/amateurmagician/71631
✍️자유게시판,서울대 미술관 큐레이터와  전시관람,연지빛,2025.10.02.,221,11,https://cafe.naver.com/amateurmagician/71630
✍️자유게시판,"국립청주박물관 특별전 《 후지산에 오르다, 야마나시 》 - 기간별 전시 작품 : 2025년 12월 28일까지",바람은,2025.10.02.,218,16,https://cafe.naver.com/amateurmagician/71629
📝번개/아트버스 후기,방탄조아님 번개 후기 : 자꾸만 눈길가는 세잔,타임슬립,2025.10.02.,53,8,https://cafe.naver.com/amateurmagician/71628
🎨미술관/갤러리 후기,MMCA 해외 명작: 수련과 샹들리에<과천 국립현대 미술관>,다정주,2025.10.02.,235,12,https://cafe.naver.com/amateurmagician/71627
✍️자유게시판,재클린님 덕분에 방금 예매했습니다. 아직 잔여 많아요~,로얄밀크라떼,2025.10.02.,269,4,https://cafe.naver.com/amateurmagician/71626
📢 지금 여기,아테네님 따라가보기 - 김세중미술관 화이트스톤 갤러리 - 눈컨템포러리- 콤포트,berry,2025.10.02.,51,4,https://cafe.naver.com/amateurmagician/71625
🎨미술관/갤러리 후기,"오랑주리-오르세미술관 특별전: 세잔,르누아르 (방탄조아님 번개)",똥글클맘,2025.10.02.,968,14,https://cafe.naver.com/amateurmagician/71624
✍️자유게시판,을지로 지하 쇼핑 센터에서,에스제이,2025.10.02.,189,4,https://cafe.naver.com/amateurmagician/71623
🎨미술관/갤러리 후기,HOMA (Honolulu Museum Of Art) - 호놀루루 미술관 (10/1),크로,2025.10.02.,47,10,https://cafe.naver.com/amateurmagician/71622
1️⃣ 한 줄 수다방,슬픈 일이 생겼습니다. 사유원 아트버스 관련,차가운순대,2025.10.02.,509,15,https://cafe.naver.com/amateurmagician/71621
🎭공연/영화/연극 정보,2025 광명문화재단 11월 기획 공연 <왔구나 연희야!> 티켓 오픈 안내 (전석 무료),광명문화재단,2025.10.02.,39,0,https://cafe.naver.com/amateurmagician/71620
1️⃣ 한 줄 수다방,용산전자상가 영업중인데,뭐래도웃는다,2025.10.02.,85,2,https://cafe.naver.com/amateurmagician/71619
📢 지금 여기,오랜만에 명동성당 앞을 지나가다 한 컷 찍어서 공유합니다,아트요정,2025.10.02.,55,0,https://cafe.naver.com/amateurmagician/71618
🌊부산여행,"날 선선하고 좋은 가을, <찌질의 역사> 공연과 함께! 마이크로 폰 췍-",키무,2025.10.02.,30,0,https://cafe.naver.com/amateurmagician/71617
1️⃣ 한 줄 수다방,평창동 길목에서,혜수앵초,2025.10.02.,35,1,https://cafe.naver.com/amateurmagician/71616
📢 지금 여기,과천국현에서 셔틀타고 시청으로 출발이요.~,다정주,2025.10.02.,111,4,https://cafe.naver.com/amateurmagician/71615
🎨미술관/갤러리 후기,<상하이 푸동 미술관> 오르세전 후기,덴마,2025.10.02.,70,3,https://cafe.naver.com/amateurmagician/71614
📢 지금 여기,뮤지엄산에 나들이 왔습니다^^,newcloud,2025.10.02.,96,4,https://cafe.naver.com/amateurmagician/71612
👩‍🏫큐레이터/관장,호리아트스페이스 기획전 《기억의 표면 – 물성과 감정》 을 개최합니다(개천절 및 4일 개관/추석연휴 휴무),horiartspace,2025.10.02.,34,0,https://cafe.naver.com/amateurmagician/71611
🎨전시오픈/할인/추천,"국립경주박물관  < 신라금관 , 권력과 위신 >  2025.10.28 ~ 12.14",바람은,2025.10.02.,"1,096",22,https://cafe.naver.com/amateurmagician/71610
📝번개/아트버스 후기,[번개후기]롯데뮤지엄에 가다.(PROTO TYPE  : 옥승철),나무향기,2025.10.02.,65,2,https://cafe.naver.com/amateurmagician/71609
✍️자유게시판,MMCA 해외명작 :수련과 샹들리에 오픈런,곰탱이2016,2025.10.02.,160,6,https://cafe.naver.com/amateurmagician/71608
👋가입인사,연휴전날 반갑습니다,뭐래도웃는다,2025.10.02.,48,32,https://cafe.naver.com/amateurmagician/71607
📢 지금 여기,과천 국현이에요.~,다정주,2025.10.02.,109,7,https://cafe.naver.com/amateurmagician/71606
1️⃣ 한 줄 수다방,연휴준비,지오,2025.10.02.,35,0,https://cafe.naver.com/amateurmagician/71605
💓나눔게시판,[나눔완료]연극초대 정보 퍼옴> 그리프봇,롤리팝,2025.10.02.,130,1,https://cafe.naver.com/amateurmagician/71604
🖼️하루 한 작품,[하루 한 작품]하랄 솔베르그 '산속의 겨울밤' (노르웨이 국립박물관),곤잘로,2025.10.02.,48,3,https://cafe.naver.com/amateurmagician/71603
✍️자유게시판,로고 콘테스트 1등했어요~ 감사합니다~ㅠ.ㅠ(폭풍눈물),푸나무,2025.10.02.,254,84,https://cafe.naver.com/amateurmagician/71602
👋가입인사,안녕하세요,한국기행,2025.10.02.,22,22,https://cafe.naver.com/amateurmagician/71601
👋가입인사,가입인사드립니다~,착수,2025.10.02.,25,18,https://cafe.naver.com/amateurmagician/71600
🍲남의집 뭐먹나,가을에 먹는 따뜻한 밤 스프,Go아트,2025.10.02.,96,20,https://cafe.naver.com/amateurmagician/71599
📢 지금 여기,국현 아트버스타고 과천 가는 중이요~,다정주,2025.10.02.,123,11,https://cafe.naver.com/amateurmagician/71598
📢 지금 여기,인천공항 1터미널 출국 후기,나야,2025.10.02.,204,7,https://cafe.naver.com/amateurmagician/71597
🎨미술관/갤러리 후기,불일 미술관<길상의 호랑이>,다정주,2025.10.02.,62,2,https://cafe.naver.com/amateurmagician/71596
📢 지금 여기,방탄조아님번개- 세잔 르노와르 예당,론다,2025.10.02.,89,14,https://cafe.naver.com/amateurmagician/71595
✍️자유게시판,차순님 선물이 도착해있네요,문올리브,2025.10.02.,93,5,https://cafe.naver.com/amateurmagician/71594
🚢경상남도여행,부산 신발원  도착이요,까비,2025.10.02.,529,40,https://cafe.naver.com/amateurmagician/71593
✍️자유게시판,저도 선혜원 다녀온 후기,브라우니,2025.10.02.,96,6,https://cafe.naver.com/amateurmagician/71592
🎭공연/영화/연극 정보,봉은사 음악회 열리네요~,멋진꿈,2025.10.02.,162,6,https://cafe.naver.com/amateurmagician/71591
🌊부산여행,부산 모모스 커피 본점,로즈골드,2025.10.02.,586,24,https://cafe.naver.com/amateurmagician/71590
🖼️하루 한 작품,"[하루 한 작품]주경, <경음악>(1959), 국립현대미술관 과천관",에투왈,2025.10.02.,24,0,https://cafe.naver.com/amateurmagician/71589
✍️자유게시판,DDP 미디어아트 <스펙트럴 크로싱스>,프리지아,2025.10.02.,217,2,https://cafe.naver.com/amateurmagician/71588
🎨미술관/갤러리 후기,다녀왔습니다!! 오카야마 미술여행,김봉봉봉,2025.10.02.,283,23,https://cafe.naver.com/amateurmagician/71587
🏆아트프렌즈 콘테스트,아트프렌즈 로고 콘테스트 (1등: 푸나무님),차가운순대,2025.10.02.,321,40,https://cafe.naver.com/amateurmagician/71586
🖼️하루 한 작품,"611- 만추, oil on canvas, 122.0x122.0cm, 2021년 제작.",환쟁이,2025.10.02.,31,0,https://cafe.naver.com/amateurmagician/71585
📢 지금 여기,국현 왔는데 벌써 좋아요,루끼럽,2025.10.02.,135,9,https://cafe.naver.com/amateurmagician/71584
✍️자유게시판,오늘부터 추석연휴 시작이네요!!,지구별탐험가,2025.10.02.,20,0,https://cafe.naver.com/amateurmagician/71583
🖼️하루 한 작품,Angeles Agrela & 최병소,제이커,2025.10.02.,64,2,https://cafe.naver.com/amateurmagician/71582
🎨미술관/갤러리 후기,김민정작가 전시회를 다녀와서,혜수앵초,2025.10.02.,42,0,https://cafe.naver.com/amateurmagician/71581
🎨전시오픈/할인/추천,청주공예비엔날레,붕붕,2025.10.02.,90,4,https://cafe.naver.com/amateurmagician/71580
📸내가 찍은 사진/영상,"광화문, 경복궁",비너스7,2025.10.02.,113,1,https://cafe.naver.com/amateurmagician/71579
🖼️하루 한 작품,주디 시카고+디너 파티+브루클린 뮤지엄,Ana,2025.10.02.,133,8,https://cafe.naver.com/amateurmagician/71578
✅출석부,10월 2일 (목) 출석부,쩡민이,2025.10.02.,68,60,https://cafe.naver.com/amateurmagician/71577
✍️자유게시판,연휴엔 미술관이죠 ^^ 주요 미술관 박물관은 추석 당일 빼고 거의 여는 편이네요.,파랑새홍,2025.10.01.,450,55,https://cafe.naver.com/amateurmagician/71576
📝번개/아트버스 후기,[번개후기]루이즈 부르주아 (방탄조아님 번개),duchess,2025.10.01.,101,8,https://cafe.naver.com/amateurmagician/71575
🎨미술관/갤러리 후기,[박물관 시리즈] 파주 키즈루덴스(Kids Ludens Museum) 01.,나라얀,2025.10.01.,32,0,https://cafe.naver.com/amateurmagician/71574
🎨미술관/갤러리 후기,"국립청주박물관 특별전 《 후지산에 오르다, 야마나시 》  전반기",바람은,2025.10.01.,437,51,https://cafe.naver.com/amateurmagician/71573
🏖️아시아여행,와디럼 요르단 페트라,Smileiscontagious,2025.10.01.,50,3,https://cafe.naver.com/amateurmagician/71572
🍲남의집 뭐먹나,쌀쌀해진 날씨엔 국밥을~,Smileiscontagious,2025.10.01.,70,5,https://cafe.naver.com/amateurmagician/71571
🎨미술관/갤러리 후기,"덕수궁현대ㅡ향수, 고향을 그리다(~11.9)",시마미엔,2025.10.01.,154,10,https://cafe.naver.com/amateurmagician/71569
🇪🇺유럽여행,노르웨이,Smileiscontagious,2025.10.01.,58,0,https://cafe.naver.com/amateurmagician/71568
🎨미술관/갤러리 후기,리움미술관-이불전 후기 (소라속님 티켓 나눔),날아올라,2025.10.01.,162,3,https://cafe.naver.com/amateurmagician/71567
🎨미술관/갤러리 후기,선혜원에서,혜수앵초,2025.10.01.,105,4,https://cafe.naver.com/amateurmagician/71566
1️⃣ 한 줄 수다방,지금 병원이에요 ㅜㅜ,티아라,2025.10.01.,734,177,https://cafe.naver.com/amateurmagician/71565
🎨미술관/갤러리 후기,내가 평창동 가나아트센터를 좋아하는 이유,지오,2025.10.01.,178,9,https://cafe.naver.com/amateurmagician/71564
🎨전시오픈/할인/추천,더 현대 알폰스 무하 홍보 시작!!,이용규 가이드,2025.10.01.,182,6,https://cafe.naver.com/amateurmagician/71563
🎨미술관/갤러리 후기,"두아르트 스퀘이라 서울 : 마리우스 슈타이거 개인전 <Vanity>, 이미 크뇌벨(Imi Knoebel) 개인전 《Etcetera》",로즈베리,2025.10.01.,75,2,https://cafe.naver.com/amateurmagician/71562
🎨전시오픈/할인/추천,김창열 다큐 <물방울을 그리는 남자 > 상영(국현),재클린,2025.10.01.,187,2,https://cafe.naver.com/amateurmagician/71561
🍲남의집 뭐먹나,오늘 저녁은 마제 덮밥!,호크니,2025.10.01.,50,1,https://cafe.naver.com/amateurmagician/71560
🎨미술관/갤러리 후기,호암미술관 : Louise Bourgeois 루이즈 부르주아 회고전 <덧없고 영원한> 후기  이제야 올리네요,로즈베리,2025.10.01.,229,6,https://cafe.naver.com/amateurmagician/71559
🧑‍🤝‍🧑동행구함,"[완료] [구인] 10월 1일 (수) 오후 8시 10분, 연극 <사막의 별> 1명 구인",시이나 마시로,2025.10.01.,47,0,https://cafe.naver.com/amateurmagician/71558
✍️자유게시판,살림이 넉넉해졌습니다,경부선,2025.10.01.,278,54,https://cafe.naver.com/amateurmagician/71557
🎨미술관/갤러리 후기,DDP : 장 미셸 바스키아 개인전 <과거와 현재를 잇는 상징적 기호들> 보고 왔어요.,로즈베리,2025.10.01.,597,2,https://cafe.naver.com/amateurmagician/71556
📚독서 후기,기후위기와 식량위기를 같이 엿볼 수 있는 책!,지구별시골쥐,2025.10.01.,23,0,https://cafe.naver.com/amateurmagician/71555
📢 지금 여기,정독도서관 길 노을,새콤,2025.10.01.,79,5,https://cafe.naver.com/amateurmagician/71554
📢 지금 여기,잠실 한강공원 풍경이 멋져요!!!,아트요정,2025.10.01.,93,6,https://cafe.naver.com/amateurmagician/71553
🎨미술관/갤러리 후기,고궁 박물관 다시 살려낸 그림속 희망(25.6.25~7.20),아미타,2025.10.01.,40,0,https://cafe.naver.com/amateurmagician/71552
✍️자유게시판,수원 청년미술제(~9.28) ㅡ전시 끝났어요😂,시마미엔,2025.10.01.,28,11,https://cafe.naver.com/amateurmagician/71551
✍️자유게시판,안녕하세요 도슨트 김기완입니다^^,르네,2025.10.01.,576,32,https://cafe.naver.com/amateurmagician/71550
🏝️제주여행,제주 마르크 샤갈 전시 핑계로 하루 보내기 했어요.^^,토이와,2025.10.01.,112,27,https://cafe.naver.com/amateurmagician/71549
📢 지금 여기,일상으로 돌아온 10월의 첫날~벌써 그리운 🌆 석양~^^;,신나는아름쌤,2025.10.01.,45,6,https://cafe.naver.com/amateurmagician/71548
💡그때 거기,메튜 본의 백조의 호수,동그라미동그라미,2025.10.01.,56,2,https://cafe.naver.com/amateurmagician/71547
💡그때 거기,가와무라미술관,동그라미동그라미,2025.10.01.,88,10,https://cafe.naver.com/amateurmagician/71546
✍️자유게시판,김창열과 아베 코보,동그라미동그라미,2025.10.01.,69,0,https://cafe.naver.com/amateurmagician/71545
✍️자유게시판,10월 연휴의 거리공연과 행사등등,찰라,2025.10.01.,127,2,https://cafe.naver.com/amateurmagician/71544
👋가입인사,안녕하세요,imcool0120,2025.10.01.,34,27,https://cafe.naver.com/amateurmagician/71543
👋가입인사,안녕하세요 :),요이용욭,2025.10.01.,31,28,https://cafe.naver.com/amateurmagician/71542
🎨전시오픈/할인/추천,헤렐드 인스파이어 아트페어 @세텍전시관,둔탱이,2025.10.01.,227,6,https://cafe.naver.com/amateurmagician/71541
🎨미술관/갤러리 후기,대구미술관 ㅡ장용근의 폴더 전,하이퍼소닉,2025.10.01.,30,8,https://cafe.naver.com/amateurmagician/71540
🎨전시오픈/할인/추천,<하모니즘> 김흥수 회고전이  열려요,재클린,2025.10.01.,123,6,https://cafe.naver.com/amateurmagician/71539
1️⃣ 한 줄 수다방,수학여행 이후로 첫(?) 제주도 여행갑니다!,필로,2025.10.01.,56,3,https://cafe.naver.com/amateurmagician/71538
👋가입인사,안녕하세요,필로,2025.10.01.,26,24,https://cafe.naver.com/amateurmagician/71537
🎨미술관/갤러리 후기,청담동 전시(글래드스톤/화이트큐브),레나211,2025.10.01.,92,2,https://cafe.naver.com/amateurmagician/71536
🎨미술관/갤러리 후기,스페이스K : 배윤환 개인전 <딥다이버>,로즈베리,2025.10.01.,103,0,https://cafe.naver.com/amateurmagician/71535
✍️자유게시판,강남아트 예약 오픈,연지빛,2025.10.01.,307,20,https://cafe.naver.com/amateurmagician/71534
👋가입인사,안녕하세요,제니스,2025.10.01.,24,28,https://cafe.naver.com/amateurmagician/71532
📍전시 추천 코스,매마목 강남아트 투어  ;  설화수 → 모마 북스토어  → 화이트 큐브  →  호림박물관   →  K현대미술관,마리77,2025.10.01.,185,8,https://cafe.naver.com/amateurmagician/71531
🖼️하루 한 작품,미셸 앙리의 꽃,동그라미동그라미,2025.10.01.,64,5,https://cafe.naver.com/amateurmagician/71530
🎭공연/영화/연극 정보,국립현대미술관 김창열 전시 연계 영화 <물방울을 그리는 남자> 10/2 18시부터 예약,star88,2025.10.01.,182,10,https://cafe.naver.com/amateurmagician/71527
🎨미술관/갤러리 후기,경주 우양미술관 amoako voafo 아모아코 보아포,하이퍼소닉,2025.10.01.,73,12,https://cafe.naver.com/amateurmagician/71526
🎤강연/클래쓰 정보,SEMA 서울시립미술관 교육프로그램,마리77,2025.10.01.,144,2,https://cafe.naver.com/amateurmagician/71525
👋가입인사,안녕하세요,핑크프린세스,2025.10.01.,31,29,https://cafe.naver.com/amateurmagician/71524
✍️자유게시판,선혜원 10월 예약 새로 열려서 예약 가능해요.,star88,2025.10.01.,247,20,https://cafe.naver.com/amateurmagician/71523
👋가입인사,싱그런 가을날 늦은 가입인사 드려요,동그라미동그라미,2025.10.01.,47,66,https://cafe.naver.com/amateurmagician/71522
🖼️하루 한 작품,[하루 한 작품]최종태 <여인> 키아프 프리즈 2025 코엑스,쩡민이,2025.10.01.,126,13,https://cafe.naver.com/amateurmagician/71520
🍲전라남도여행,<2025 미술축제 담양 여행> 프로그램 다녀왔어요.,나달리,2025.10.01.,120,20,https://cafe.naver.com/amateurmagician/71519
✍️자유게시판,'얼굴' 아름다움이란 무엇인가에 대해 생각하게 만든 영화!!,V토리사랑V,2025.10.01.,123,9,https://cafe.naver.com/amateurmagician/71518
💓나눔게시판,[나눔완료]설치미술가 서도호 <집 속의 집>을 모티브로한 공연,숲으로,2025.10.01.,371,73,https://cafe.naver.com/amateurmagician/71517
🖼️하루 한 작품,김진희 & 쿠사마 야요이,제이커,2025.10.01.,115,17,https://cafe.naver.com/amateurmagician/71516
🖼️하루 한 작품,"강선미, 쉼의 공간49, 아트가가 갤러리",여행유나,2025.10.01.,60,6,https://cafe.naver.com/amateurmagician/71515
✍️자유게시판,윤기원 작가를 아시나요 ?,코리아 아트 가이드,2025.10.01.,89,2,https://cafe.naver.com/amateurmagician/71514
✅출석부,10월 1일 (수) 출석부,푸른밤,2025.10.01.,61,36,https://cafe.naver.com/amateurmagician/71513
📷사진/영상 찍는법,인물 사진 야매 팁 2탄,파랑새홍,2025.09.30.,193,33,https://cafe.naver.com/amateurmagician/71511
❓질문게시판,[질문]요즘 작품들 서명 캔버스 뒷면에도 많이 하나요?,november,2025.09.30.,58,2,https://cafe.naver.com/amateurmagician/71510
📸내가 찍은 사진/영상,THE SUNSET 4 U,느끼누르끼리한,2025.09.30.,20,0,https://cafe.naver.com/amateurmagician/71509
🥘맛집 여행 후기,[경기맛집]컬드삭,제타,2025.09.30.,214,7,https://cafe.naver.com/amateurmagician/71508
🎭공연/영화/연극 후기,달마티아의 선율 :스플리트 만돌린 콰르텟,곰탱이2016,2025.09.30.,36,0,https://cafe.naver.com/amateurmagician/71507
📝번개/아트버스 후기,[번개후기]파랑새홍님의 은혜로운 아트데이(feat 박아름 도슨트님)-수정,어디론가,2025.09.30.,97,8,https://cafe.naver.com/amateurmagician/71506
✍️자유게시판,강남구 건축상🏛 수상작🏆투어🚍 (feat. 2025 1️⃣4️⃣회 강남구 아름다운 건축물 전시회),아테나,2025.09.30.,317,70,https://cafe.naver.com/amateurmagician/71505
✍️자유게시판,조탁화가 김재신 작가님을 아세요?,우리,2025.09.30.,129,3,https://cafe.naver.com/amateurmagician/71504
☕카페 여행 후기,[경기카페] 경기 파주 대형 베이커리&다이닝카페 모쿠슈라 프렌치카페,던킨드나뜨,2025.09.30.,132,2,https://cafe.naver.com/amateurmagician/71503
🖼️하루 한 작품,[하루 한 작품]인간 존재와 삶의 의미를 성찰하는 조각가,party,2025.09.30.,88,7,https://cafe.naver.com/amateurmagician/71502
1️⃣ 한 줄 수다방,"기다렸던 25년 연말, 인상주의 풍년. 무하까지!",이용규 가이드,2025.09.30.,201,7,https://cafe.naver.com/amateurmagician/71501
✍️자유게시판,국립중앙박물관 2층 서화관 휴실(‘25.8.11.~12.22.) 및 재개관 예상(?),짱똘,2025.09.30.,134,0,https://cafe.naver.com/amateurmagician/71500
1️⃣ 한 줄 수다방,리먼 컬렉션이 온다고 해서...리먼...로버트 리먼,흙장난,2025.09.30.,186,5,https://cafe.naver.com/amateurmagician/71499
✍️자유게시판,국립중앙박물관 - 메트로폴리탄박물관 소장 로버트 리먼 컬렉션 전시(예정),나야,2025.09.30.,"1,174",14,https://cafe.naver.com/amateurmagician/71498
🎨전시오픈/할인/추천,"""인상주의에서 초기 모더니즘까지, 빛을 수집한 사람들 - 메트로폴리탄박물관 소장 로버트 리먼 컬렉션"" 전시일정 및 예매일정, 강연 등",짱똘,2025.09.30.,749,21,https://cafe.naver.com/amateurmagician/71497
🎨미술관/갤러리 후기,오랑주리 ㅡ오르세미술관 특별전 ;저도 다녀 왔습니다,Hola,2025.09.30.,398,6,https://cafe.naver.com/amateurmagician/71496
🎨미술관/갤러리 후기,전시 참 좋다!! 라고 말하고픈 <히드엠 갤러리(지미 밀란) 👉🏻 화이트 큐브 (안토니 곰리) >,쩡민이,2025.09.30.,247,12,https://cafe.naver.com/amateurmagician/71495
📢 지금 여기,삼청동길에서,혜수앵초,2025.09.30.,89,7,https://cafe.naver.com/amateurmagician/71494
✍️자유게시판,궁중문화축전에서 줄타기 보아요,둔탱이,2025.09.30.,96,2,https://cafe.naver.com/amateurmagician/71493
💡그때 거기,"꼭 가봐야 할 체험 전시, 서울에서 만나는 세계 최초 오디오 박물관 [오디움 박물관]",큐레이션,2025.09.30.,243,33,https://cafe.naver.com/amateurmagician/71492
🎤강연/클래쓰 정보,6개의 방 zoom in collection @국립현대미술관 과천관,둔탱이,2025.09.30.,137,5,https://cafe.naver.com/amateurmagician/71490
🎨전시오픈/할인/추천,조은 갤러리 이재현.타츠히토 호리코시 2인전,붕붕,2025.09.30.,64,2,https://cafe.naver.com/amateurmagician/71489
💓나눔게시판,선혜원티켓 내일 11시 1장,효바리,2025.09.30.,67,2,https://cafe.naver.com/amateurmagician/71488
⚡번개 공지,"[대기예약]10월 4일(토) 10시, 큐레이션X제이커 콜라보 드라이브 도록 번개, 용인 갤러리 카페 '빌라드파넬'",큐레이션,2025.09.30.,363,31,https://cafe.naver.com/amateurmagician/71487
🎭공연/영화/연극 정보,스페인의 태양이 무대 위에 펼쳐지는 <유니버설 발레단 [돈키호테]>,달링어허니,2025.09.30.,50,0,https://cafe.naver.com/amateurmagician/71486
👋가입인사,안녕하세요,파토나슈,2025.09.30.,40,28,https://cafe.naver.com/amateurmagician/71485
🎭공연/영화/연극 정보,"웃음+감동 다 있는 무대, 10월 11일 엄마표 문화체험 어떠세요? K-요들협회 및 시각장애예술인",박물관에서,2025.09.30.,30,0,https://cafe.naver.com/amateurmagician/71484
1️⃣ 한 줄 수다방,강남아트투어 내일 예약오픈!!,연지빛,2025.09.30.,337,23,https://cafe.naver.com/amateurmagician/71483
🎨전시오픈/할인/추천,대구간송미술관 광복 80주년 기획전,어깨,2025.09.30.,289,6,https://cafe.naver.com/amateurmagician/71482
🎨미술관/갤러리 후기,제 5회 서울 도시 건축 비엔날레 2025,rusy0802,2025.09.30.,87,12,https://cafe.naver.com/amateurmagician/71481
🎨미술관/갤러리 후기,"[서울시립 남서울미술관] 전국광 : 쌓는 친구, 허무는 친구",Eden,2025.09.30.,36,0,https://cafe.naver.com/amateurmagician/71480
📝번개/아트버스 후기,[아트버스후기]아트프렌즈 포토버스타고 고창 선운사와 정읍시립미술관으로 떠난 꽃 나들이,바람은,2025.09.30.,169,28,https://cafe.naver.com/amateurmagician/71479
📢 지금 여기,MOMA in NY,아르떼아르떼,2025.09.30.,69,3,https://cafe.naver.com/amateurmagician/71478
💡그때 거기,네델란드란?,론다,2025.09.30.,128,42,https://cafe.naver.com/amateurmagician/71477
💓나눔게시판,[나눔완료]선혜원 티켓나눔 _오늘 4시 1인,더빈츠,2025.09.30.,48,5,https://cafe.naver.com/amateurmagician/71476
💓나눔게시판,오늘 2시반 선혜원2명 표가 있어요.,nisi21,2025.09.30.,28,0,https://cafe.naver.com/amateurmagician/71475
☕카페 여행 후기,"이번 명절에 가볼만한 곳, 용인 갤러리 브런치 카페 ""빌라 드 파넬""",큐레이션,2025.09.30.,185,10,https://cafe.naver.com/amateurmagician/71474
📝번개/아트버스 후기,다시 만날수없는 사랑,여행자,2025.09.30.,61,6,https://cafe.naver.com/amateurmagician/71473
🎭공연/영화/연극 정보,국립발레단 지젤,지오,2025.09.30.,183,20,https://cafe.naver.com/amateurmagician/71472
🖼️하루 한 작품,앤서니 제임스 & 살루스티아노,제이커,2025.09.30.,118,11,https://cafe.naver.com/amateurmagician/71471
🎭공연/영화/연극 정보,[국립합창단] ✦국내초연✦ 리스트 <미사 솔렘니스>(10/29),국립합창단기획홍보팀,2025.09.30.,31,0,https://cafe.naver.com/amateurmagician/71470
🎨미술관/갤러리 후기,연지빛 번개후기 오랑주리미술관 세잔과 르누아르 특별전시회,미나리,2025.09.30.,101,6,https://cafe.naver.com/amateurmagician/71469
🎨미술관/갤러리 후기,국립현대미술관 과천 좋아요~,똥글클맘,2025.09.30.,769,17,https://cafe.naver.com/amateurmagician/71468
📝번개/아트버스 후기,정읍시립 미술관,그린이,2025.09.30.,96,15,https://cafe.naver.com/amateurmagician/71467
